instrument_token,tradingsymbol,name,expiry,strike,lot_size,instrument_type
10477570,NIFTY2270715550CE,NIFTY,2022-07-07,15550.0,50,CE
10477826,NIFTY2270715550PE,NIFTY,2022-07-07,15550.0,50,PE
10478082,NIFTY2270715600CE,NIFTY,2022-07-07,15600.0,50,CE
10478338,NIFTY2270715600PE,NIFTY,2022-07-07,15600.0,50,PE
10478594,NIFTY2270715650CE,NIFTY,2022-07-07,15650.0,50,CE
10478850,NIFTY2270715650PE,NIFTY,2022-07-07,15650.0,50,PE
10479106,NIFTY2270715700CE,NIFTY,2022-07-07,15700.0,50,CE
10480898,NIFTY2270715700PE,NIFTY,2022-07-07,15700.0,50,PE
10481154,NIFTY2270715750CE,NIFTY,2022-07-07,15750.0,50,CE
10481410,NIFTY2270715750PE,NIFTY,2022-07-07,15750.0,50,PE
10481666,NIFTY2270715800CE,NIFTY,2022-07-07,15800.0,50,CE
10482178,NIFTY2270715800PE,NIFTY,2022-07-07,15800.0,50,PE
10482434,NIFTY2270715850CE,NIFTY,2022-07-07,15850.0,50,CE
10482690,NIFTY2270715850PE,NIFTY,2022-07-07,15850.0,50,PE
10482946,NIFTY2270715900CE,NIFTY,2022-07-07,15900.0,50,CE
10483202,NIFTY2270715900PE,NIFTY,2022-07-07,15900.0,50,PE
10483458,NIFTY2270715950CE,NIFTY,2022-07-07,15950.0,50,CE
10483714,NIFTY2270715950PE,NIFTY,2022-07-07,15950.0,50,PE
10484994,NIFTY2270716000CE,NIFTY,2022-07-07,16000.0,50,CE
10485250,NIFTY2270716000PE,NIFTY,2022-07-07,16000.0,50,PE
10487810,NIFTY2270716050CE,NIFTY,2022-07-07,16050.0,50,CE
10488066,NIFTY2270716050PE,NIFTY,2022-07-07,16050.0,50,PE
10488322,NIFTY2270716100CE,NIFTY,2022-07-07,16100.0,50,CE
10488578,NIFTY2270716100PE,NIFTY,2022-07-07,16100.0,50,PE
10489090,NIFTY2270716150CE,NIFTY,2022-07-07,16150.0,50,CE
10489346,NIFTY2270716150PE,NIFTY,2022-07-07,16150.0,50,PE
10489602,NIFTY2270716200CE,NIFTY,2022-07-07,16200.0,50,CE
10489858,NIFTY2270716200PE,NIFTY,2022-07-07,16200.0,50,PE
10490370,NIFTY2270716250CE,NIFTY,2022-07-07,16250.0,50,CE
10490626,NIFTY2270716250PE,NIFTY,2022-07-07,16250.0,50,PE
10490882,NIFTY2270716300CE,NIFTY,2022-07-07,16300.0,50,CE
10491394,NIFTY2270716300PE,NIFTY,2022-07-07,16300.0,50,PE
10492162,NIFTY2270716350CE,NIFTY,2022-07-07,16350.0,50,CE
10492418,NIFTY2270716350PE,NIFTY,2022-07-07,16350.0,50,PE
10492674,NIFTY2270716400CE,NIFTY,2022-07-07,16400.0,50,CE
10492930,NIFTY2270716400PE,NIFTY,2022-07-07,16400.0,50,PE
10493442,NIFTY2270716450CE,NIFTY,2022-07-07,16450.0,50,CE
10493698,NIFTY2270716450PE,NIFTY,2022-07-07,16450.0,50,PE
10498050,NIFTY2270716500CE,NIFTY,2022-07-07,16500.0,50,CE
10498306,NIFTY2270716500PE,NIFTY,2022-07-07,16500.0,50,PE
9514754,BANKNIFTY2270731000CE,BANKNIFTY,2022-07-07,31000.0,25,CE
9564418,BANKNIFTY2270731000PE,BANKNIFTY,2022-07-07,31000.0,25,PE
9564674,BANKNIFTY2270731100CE,BANKNIFTY,2022-07-07,31100.0,25,CE
9671682,BANKNIFTY2270731100PE,BANKNIFTY,2022-07-07,31100.0,25,PE
9672450,BANKNIFTY2270731200CE,BANKNIFTY,2022-07-07,31200.0,25,CE
9947394,BANKNIFTY2270731200PE,BANKNIFTY,2022-07-07,31200.0,25,PE
8966146,BANKNIFTY2270731300CE,BANKNIFTY,2022-07-07,31300.0,25,CE
8967170,BANKNIFTY2270731300PE,BANKNIFTY,2022-07-07,31300.0,25,PE
8968962,BANKNIFTY2270731400CE,BANKNIFTY,2022-07-07,31400.0,25,CE
8969218,BANKNIFTY2270731400PE,BANKNIFTY,2022-07-07,31400.0,25,PE
8969474,BANKNIFTY2270731500CE,BANKNIFTY,2022-07-07,31500.0,25,CE
8969730,BANKNIFTY2270731500PE,BANKNIFTY,2022-07-07,31500.0,25,PE
10380802,BANKNIFTY2270731600CE,BANKNIFTY,2022-07-07,31600.0,25,CE
10386178,BANKNIFTY2270731600PE,BANKNIFTY,2022-07-07,31600.0,25,PE
10386434,BANKNIFTY2270731700CE,BANKNIFTY,2022-07-07,31700.0,25,CE
10386690,BANKNIFTY2270731700PE,BANKNIFTY,2022-07-07,31700.0,25,PE
10386946,BANKNIFTY2270731800CE,BANKNIFTY,2022-07-07,31800.0,25,CE
10387202,BANKNIFTY2270731800PE,BANKNIFTY,2022-07-07,31800.0,25,PE
10388482,BANKNIFTY2270731900CE,BANKNIFTY,2022-07-07,31900.0,25,CE
10389506,BANKNIFTY2270731900PE,BANKNIFTY,2022-07-07,31900.0,25,PE
10389762,BANKNIFTY2270732000CE,BANKNIFTY,2022-07-07,32000.0,25,CE
10390018,BANKNIFTY2270732000PE,BANKNIFTY,2022-07-07,32000.0,25,PE
10390274,BANKNIFTY2270732100CE,BANKNIFTY,2022-07-07,32100.0,25,CE
10390530,BANKNIFTY2270732100PE,BANKNIFTY,2022-07-07,32100.0,25,PE
10392578,BANKNIFTY2270732200CE,BANKNIFTY,2022-07-07,32200.0,25,CE
10392834,BANKNIFTY2270732200PE,BANKNIFTY,2022-07-07,32200.0,25,PE
10393346,BANKNIFTY2270732300CE,BANKNIFTY,2022-07-07,32300.0,25,CE
10394626,BANKNIFTY2270732300PE,BANKNIFTY,2022-07-07,32300.0,25,PE
10396930,BANKNIFTY2270732400CE,BANKNIFTY,2022-07-07,32400.0,25,CE
10397186,BANKNIFTY2270732400PE,BANKNIFTY,2022-07-07,32400.0,25,PE
10398978,BANKNIFTY2270732500CE,BANKNIFTY,2022-07-07,32500.0,25,CE
10404610,BANKNIFTY2270732500PE,BANKNIFTY,2022-07-07,32500.0,25,PE
10405122,BANKNIFTY2270732600CE,BANKNIFTY,2022-07-07,32600.0,25,CE
10405378,BANKNIFTY2270732600PE,BANKNIFTY,2022-07-07,32600.0,25,PE
10405634,BANKNIFTY2270732700CE,BANKNIFTY,2022-07-07,32700.0,25,CE
10408962,BANKNIFTY2270732700PE,BANKNIFTY,2022-07-07,32700.0,25,PE
10409218,BANKNIFTY2270732800CE,BANKNIFTY,2022-07-07,32800.0,25,CE
10409474,BANKNIFTY2270732800PE,BANKNIFTY,2022-07-07,32800.0,25,PE
10412546,BANKNIFTY2270732900CE,BANKNIFTY,2022-07-07,32900.0,25,CE
10412802,BANKNIFTY2270732900PE,BANKNIFTY,2022-07-07,32900.0,25,PE
10415106,BANKNIFTY2270733000CE,BANKNIFTY,2022-07-07,33000.0,25,CE
10415362,BANKNIFTY2270733000PE,BANKNIFTY,2022-07-07,33000.0,25,PE
10415618,BANKNIFTY2270733100CE,BANKNIFTY,2022-07-07,33100.0,25,CE
10415874,BANKNIFTY2270733100PE,BANKNIFTY,2022-07-07,33100.0,25,PE
10416130,BANKNIFTY2270733200CE,BANKNIFTY,2022-07-07,33200.0,25,CE
10416386,BANKNIFTY2270733200PE,BANKNIFTY,2022-07-07,33200.0,25,PE
10423810,BANKNIFTY2270733300CE,BANKNIFTY,2022-07-07,33300.0,25,CE
10424066,BANKNIFTY2270733300PE,BANKNIFTY,2022-07-07,33300.0,25,PE
10424322,BANKNIFTY2270733400CE,BANKNIFTY,2022-07-07,33400.0,25,CE
10424578,BANKNIFTY2270733400PE,BANKNIFTY,2022-07-07,33400.0,25,PE
10425090,BANKNIFTY2270733500CE,BANKNIFTY,2022-07-07,33500.0,25,CE
10425602,BANKNIFTY2270733500PE,BANKNIFTY,2022-07-07,33500.0,25,PE
10426114,BANKNIFTY2270733600CE,BANKNIFTY,2022-07-07,33600.0,25,CE
10426370,BANKNIFTY2270733600PE,BANKNIFTY,2022-07-07,33600.0,25,PE
10426626,BANKNIFTY2270733700CE,BANKNIFTY,2022-07-07,33700.0,25,CE
10427394,BANKNIFTY2270733700PE,BANKNIFTY,2022-07-07,33700.0,25,PE
10427906,BANKNIFTY2270733800CE,BANKNIFTY,2022-07-07,33800.0,25,CE
10428162,BANKNIFTY2270733800PE,BANKNIFTY,2022-07-07,33800.0,25,PE
10428418,BANKNIFTY2270733900CE,BANKNIFTY,2022-07-07,33900.0,25,CE
10428674,BANKNIFTY2270733900PE,BANKNIFTY,2022-07-07,33900.0,25,PE
10430722,BANKNIFTY2270734000CE,BANKNIFTY,2022-07-07,34000.0,25,CE
10430978,BANKNIFTY2270734000PE,BANKNIFTY,2022-07-07,34000.0,25,PE
10431490,BANKNIFTY2270734100CE,BANKNIFTY,2022-07-07,34100.0,25,CE
10431746,BANKNIFTY2270734100PE,BANKNIFTY,2022-07-07,34100.0,25,PE
10432002,BANKNIFTY2270734200CE,BANKNIFTY,2022-07-07,34200.0,25,CE
10436610,BANKNIFTY2270734200PE,BANKNIFTY,2022-07-07,34200.0,25,PE
10437890,BANKNIFTY2270734300CE,BANKNIFTY,2022-07-07,34300.0,25,CE
10438658,BANKNIFTY2270734300PE,BANKNIFTY,2022-07-07,34300.0,25,PE
10438914,BANKNIFTY2270734400CE,BANKNIFTY,2022-07-07,34400.0,25,CE
10439170,BANKNIFTY2270734400PE,BANKNIFTY,2022-07-07,34400.0,25,PE
10439426,BANKNIFTY2270734500CE,BANKNIFTY,2022-07-07,34500.0,25,CE
10440194,BANKNIFTY2270734500PE,BANKNIFTY,2022-07-07,34500.0,25,PE
10440706,BANKNIFTY2270734600CE,BANKNIFTY,2022-07-07,34600.0,25,CE
10441986,BANKNIFTY2270734600PE,BANKNIFTY,2022-07-07,34600.0,25,PE
10443010,BANKNIFTY2270734700CE,BANKNIFTY,2022-07-07,34700.0,25,CE
10443266,BANKNIFTY2270734700PE,BANKNIFTY,2022-07-07,34700.0,25,PE
10447362,BANKNIFTY2270734800CE,BANKNIFTY,2022-07-07,34800.0,25,CE
10450690,BANKNIFTY2270734800PE,BANKNIFTY,2022-07-07,34800.0,25,PE
10450946,BANKNIFTY2270734900CE,BANKNIFTY,2022-07-07,34900.0,25,CE
10451202,BANKNIFTY2270734900PE,BANKNIFTY,2022-07-07,34900.0,25,PE
10451458,BANKNIFTY2270735000CE,BANKNIFTY,2022-07-07,35000.0,25,CE
10451714,BANKNIFTY2270735000PE,BANKNIFTY,2022-07-07,35000.0,25,PE
10451970,BANKNIFTY2270735100CE,BANKNIFTY,2022-07-07,35100.0,25,CE
10452226,BANKNIFTY2270735100PE,BANKNIFTY,2022-07-07,35100.0,25,PE
10452482,BANKNIFTY2270735200CE,BANKNIFTY,2022-07-07,35200.0,25,CE
10452738,BANKNIFTY2270735200PE,BANKNIFTY,2022-07-07,35200.0,25,PE
10456066,BANKNIFTY2270735300CE,BANKNIFTY,2022-07-07,35300.0,25,CE
10456322,BANKNIFTY2270735300PE,BANKNIFTY,2022-07-07,35300.0,25,PE
10456578,BANKNIFTY2270735400CE,BANKNIFTY,2022-07-07,35400.0,25,CE
10456834,BANKNIFTY2270735400PE,BANKNIFTY,2022-07-07,35400.0,25,PE
10465538,BANKNIFTY2270735500CE,BANKNIFTY,2022-07-07,35500.0,25,CE
10467330,BANKNIFTY2270735500PE,BANKNIFTY,2022-07-07,35500.0,25,PE
10468610,BANKNIFTY2270735600CE,BANKNIFTY,2022-07-07,35600.0,25,CE
10469122,BANKNIFTY2270735600PE,BANKNIFTY,2022-07-07,35600.0,25,PE
10469378,BANKNIFTY2270735700CE,BANKNIFTY,2022-07-07,35700.0,25,CE
10469890,BANKNIFTY2270735700PE,BANKNIFTY,2022-07-07,35700.0,25,PE
10470146,BANKNIFTY2270735800CE,BANKNIFTY,2022-07-07,35800.0,25,CE
10473218,BANKNIFTY2270735800PE,BANKNIFTY,2022-07-07,35800.0,25,PE
10473986,BANKNIFTY2270735900CE,BANKNIFTY,2022-07-07,35900.0,25,CE
10474498,BANKNIFTY2270735900PE,BANKNIFTY,2022-07-07,35900.0,25,PE
10475266,BANKNIFTY2270736000CE,BANKNIFTY,2022-07-07,36000.0,25,CE
10476546,BANKNIFTY2270736000PE,BANKNIFTY,2022-07-07,36000.0,25,PE
256265,50NIFTY,50NIFTY,,,0,Index
260105,BNIFTY,BNIFTY,,,0,Index
12477442,50NIFTYFUT,50NIFTYFUT,,,0,Index
12476930,BNIFTYFUT,BNIFTYFUT,,,0,Index
264969,VIX,VIX,,,0,Index
